A,EB,MS,S,FM,LF,HS,DP,LP,OHV,HV,SLF,LONI,GDPPCA,LNI,LFDLE,TE,EIR,TA,LANI,API,APE,LNICTI,LCEC,LC,Stability,ALRBL,BLNR,BS,PL,B,NLP,LLR,SR,G,APS,UNPROFOR,UNPROFOR relations,PCNIRH,PCAO,RGDPGR ,CPI,SDR,EC,Class
1,0.9,0.2,1,0.25,0.25,1,1,0.75,1,1,0.5,0.124,0.269,0.157,1,0.842,0.591,0.663,0.13,0.06,0.978,0,1,1,1,1,1,0,1,1,0,0.5,0.5,1,0.16,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.75,1,1,0.5,0.259,0.259,0.25,0.163,0.246,0.234,0.473,0.627,0.41,0.169,0.171,0.136,0.901,0.05,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.267,0,0,0.17,0.397,0.54,0.77,0.161,0.324,Farmers-good
0.632,0.2,0,1,0.5,0.5,1,1,1,0.441,0.441,0.25,0.171,0.13,0.188,0.84,0.885,0.733,0.311,0.155,0.198,0.818,0,1,1,1,0.894,0,0.017,1,1,0.25,0.75,0.25,1,0.208,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,1,1,0.5,0.447,0.214,0.56,0,0.209,0.462,1,0,0,1,1,0.315,1,0.5,1,1,0.141,1,1,0,0.5,0.75,1,0.159,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.526,0.4,1,1,1,1,1,1,1,0.259,0.259,0.5,0.289,0.139,0.285,0.827,0.9,0.839,0.228,0.198,0.235,0.79,0.049,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.684,0.4,0.8,1,0.5,0.5,1,1,0.5,0.143,0.143,0.5,0.307,0.205,0.333,0.816,0.742,0.672,0.217,0.005,0.003,0.999,0.971,1,1,0.5,1,1,0.013,1,1,0,0.5,0.25,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.285,0.285,0.5,0.287,0.19,0.359,0.21,0.528,0.492,0.268,0.296,0.477,0.531,0,0.657,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.048,0,0,0.422,0.313,0.163,0.883,1,0.59,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.75,0.207,0.207,0.25,0.083,0.094,0.112,0.781,0.89,0.6,0.154,0.093,0.03,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.5,1,0.16,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.9,1,1,0.75,0.5,0.833,0.75,0.5,0.026,0.026,0.5,0.165,0.102,0.224,0.451,0.681,0.46,0.084,0,0,1,1,0.829,1,1,1,1,0,1,1,0,0.5,0.75,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.789,0,0.8,0.8,0.5,0.5,1,1,0.5,0.259,0.259,0.5,0.262,0.096,0.247,0.945,0.973,0.947,0.177,0,0,1,1,1,1,1,1,1,0,0,1,0,0.5,0.25,1,0.16,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.737,0.4,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.118,0.212,0.137,0.824,0.912,0.723,0.126,0.113,0.037,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.789,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.409,0.409,0.5,0.609,0.471,0.614,0.671,0.616,0.728,0.783,0.507,0.674,0.374,0,0,1,1,1,1,0.033,1,1,0,0.5,0.25,1,0.144,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.421,0.6,1,1,0.5,0.5,1,1,0.75,0.596,0.596,0,0.065,0.147,0.108,0.737,0.834,0.428,0.736,0,0,1,1,1,1,1,1,1,0,1,1,0.25,0.75,0.5,1,0.188,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
1,0.4,1,1,1,0.5,0.333,0,1,0.13,0.13,0.5,0.182,0.137,0.225,0.816,0.75,0.556,0.182,0.149,0.151,0.874,0.074,0.452,1,0.75,1,1,0.003,1,1,0,0.5,0.5,1,0.12,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,0.5,0.337,0.337,0.25,0.184,0.096,0.192,0.947,0.917,0.804,0.223,0.058,0.032,0.984,0.5,0.943,1,0.25,1,1,0,1,1,0,0.5,0.25,1,0.123,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.181,0.181,0.75,0.331,0.159,0.384,0.21,0.591,0.571,0.205,0.317,0.207,0.872,0,1,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,0.8,0.75,0.5,0.833,0.75,0.5,0,0.441,0.5,0.185,0.09,0.284,0.605,0.473,0.34,0.528,0.234,0.659,0.284,0,0.886,0,1,1,1,0.042,1,1,0,0.5,0.25,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.526,0.2,1,1,0.75,0.75,1,1,0.75,0.156,0.156,0.5,0.311,0.19,0.299,0.921,0.921,0.877,0.185,0.155,0.082,0.961,0.265,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
0.632,0.6,0.4,1,0.75,0.75,1,1,0.5,0.104,0.104,0.75,0.322,0.165,0.314,0.789,0.895,0.846,0,0.13,0.048,0.993,0.467,1,1,1,1,1,0,1,1,0,0.5,0.5,1,0.16,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0.078,0.078,0.25,0.208,0.069,0.221,0.89,0.879,0.758,0.069,0.182,0.062,0.996,0,0.714,1,1,1,1,0,1,1,0,0.5,0.25,1,0.056,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.259,0.259,0.5,0.38,0.182,0.397,0.605,0.728,0.706,0.285,0.136,0.097,0.935,0.39,0.714,1,1,0.776,0,0,1,1,0.25,0.75,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.947,0.6,1,1,1,0.5,0.667,0.5,0.25,0.13,0.13,0.25,0.182,0.367,0.203,0.737,0.859,0.701,0.273,0.019,0.01,0.995,0.824,0.971,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.25,0.104,0.104,0.25,0.09,0.064,0.146,0.737,0.754,0.385,0.075,0.083,0.029,0.998,0.294,0.429,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,1,0.156,0.156,0.25,0.147,0.189,0.155,0.947,0.947,0.843,0.105,0.128,0.053,0.985,0,0.931,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.11,0.348,0.742,0.316,0.008,0.813,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0.311,0.311,0.75,0.202,0.105,0.275,0.605,0.585,0.435,0.207,0,0,1,1,0.726,1,0.25,1,1,0,1,1,0,0.5,0.5,1,0.367,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,1,0.667,0,0.5,0.078,0.078,0.25,0.208,0.069,0.221,0.89,0.879,0.758,0.069,0.182,0.062,0.996,0,0.714,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
0.789,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.078,0.078,0.25,0.167,0.069,0.161,0.666,0.734,0.394,0.069,0.133,0.05,0.991,0,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
0.789,0.2,1,1,0.75,0.5,0.833,0.75,0.5,0.052,0.052,0.25,0.08,0.054,0.119,0.737,0.846,0.499,0.047,0.098,0.041,0.989,0,0.886,1,1,1,1,0,1,1,0,0.5,0.25,1,0.22,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.778,0.778,0.5,0.376,0.142,0.377,0.737,0.808,0.774,0.688,0.284,0.739,0.205,0.012,0.971,1,0.5,0.753,0,0.167,1,1,0.25,0.75,0.25,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,0.5,0.5,0.25,0.5,0.389,0.389,0.5,0.28,0.488,0.27,0.868,0.934,0.886,0.272,0.019,0.007,0.999,0.906,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0,0.252,0.342,0.369,0.069,0.546,Farmers-good
0.737,0.4,1,1,0.75,0.5,0.833,0.75,1,0.648,0.648,0.75,0.385,0.184,0.494,0.342,0.275,0.446,0.424,0,0,1,1,0.315,1,1,0.733,0,0,1,1,0.25,0.75,0.5,1,0.4,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,0.8,1,0.5,0.5,0.25,0.5,0.207,0.207,0.75,0.488,0.547,0.477,0.868,0.785,0.797,0.292,0.202,0.083,0.979,0.428,0.315,1,1,0.55,0,0,1,1,0,0.5,0.5,1,0.12,0,0,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.078,0.078,0.25,0.106,0.069,0.161,0.868,0.747,0.417,0.069,0.133,0.05,0.991,0,0.143,1,1,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.6,1,0.8,1,1,0.917,0.75,0.25,0.648,0.648,0.5,0.73,0.129,0.759,0.561,0.41,0.671,0.398,0,0,1,1,0.8,1,1,0.285,0,0,0,1,0,0.5,0.75,1,0.128,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.789,0.9,1,1,1,0.75,0.889,0.75,0.25,0.207,0.207,0.75,0.334,0.161,0.371,0.451,0.667,0.628,0.264,0,0,1,1,1,1,1,0.905,0,0.005,0,1,0.25,0.75,0.5,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.467,0.467,0.75,0.425,0.217,0.417,0.789,0.815,0.801,0.364,0,0,1,1,0.931,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.114,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.842,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.311,0.311,0.75,0.356,0.421,0.36,0.671,0.809,0.765,0.27,0.015,0.011,0.992,0.889,1,1,0.5,1,1,0,1,1,0,0.5,0.5,1,0.12,0,0,0.205,0.591,0.591,0.799,0.201,0.413,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.518,0.518,0.25,0.189,0.093,0.22,0.737,0.802,0.628,0.302,0.148,0.06,0.985,0.153,0.772,1,0.75,1,1,0.01,1,1,0,0.5,0.5,1,0.08,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,0.75,0.104,0.104,0.25,0.201,0.168,0.212,0.895,0.89,0.77,0.246,0,0,1,1,0.886,1,0.75,0.981,0,0.058,1,1,0.25,0.75,0.25,1,0.072,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0,1,0.8,0.75,0.5,0.833,0.75,0.5,0.518,0.518,0.5,0.257,0.113,0.281,0.737,0.789,0.68,0.301,0,0,1,1,0.863,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.2,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,0.8,1,1,1,1,0.5,0.285,0.285,0.5,0.518,0.175,0.488,0.737,0.855,0.863,0.571,0.385,0.258,0.836,0.042,1,1,1,0.606,0,0,1,1,0.5,1,0.25,1,0.16,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.632,1,1,1,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.5,0.178,1,0.205,0.895,0.829,0.65,1,0.169,0.067,0.985,0,0.794,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.064,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,0,1,0.75,0.25,0.333,0.5,0.5,0.467,0.467,0.75,0.7,0.354,0.667,0.684,0.736,0.821,0.609,0.55,0.369,0.765,0,0.863,1,0.5,0.577,0,0,1,1,0.25,0.75,0.5,1,0.12,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.5,0.25,0.5,0.233,0.233,0.25,0.198,0.268,0.217,0.737,0.857,0.715,0.177,0.023,0.01,0.997,0.837,0.764,1,0.5,1,1,0,1,1,0.25,0.75,0.25,0,0,1,0.5,0.226,0.37,0.361,0.794,0.127,0.268,Farmers-good
1,0.4,1,1,1,1,1,1,1,0.104,0.104,0.25,0.068,0.05,0.098,0.842,0.901,0.589,0.074,0.058,0.047,0.966,0.133,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.3,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.263,0.4,1,1,0.75,0.75,1,1,1,0.13,0.13,0.25,0.122,0.065,0.146,0.789,0.888,0.674,0.097,0.083,0.479,0.444,0.024,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.207,0.207,0.25,0.035,0.062,0.085,0.737,0.824,0.286,0.093,0.033,0.012,0.999,0.503,0.943,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.26,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.9,1,1,0.75,0.5,0.833,0.75,1,0.648,0.648,0.75,0.239,0.118,0.267,0.737,0.78,0.654,0.476,0.187,0.145,0.896,0.069,0.657,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.789,0.4,1,0.8,1,0.75,0.889,0.75,0.5,0.259,0.259,0.75,0.6,0.286,0.614,0.605,0.578,0.705,0.71,0,0,1,1,0,1,1,1,1,0.083,1,1,0,0.5,0.5,1,0.178,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.842,0.4,0.8,1,1,1,1,1,0.5,0.467,0.467,0.5,0.26,0.357,0.287,0.583,0.769,0.662,0.258,0.2,0.09,0.969,0.118,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0.285,0.285,0.5,0.609,0.29,0.584,0.605,0.767,0.819,0.364,0.481,0.311,0.809,0,0.886,1,0.5,0.471,0,0,1,1,0.25,0.75,0.25,1,0.147,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.2,1,1,1,0.5,0.333,0,1,0.052,0.052,0.5,0.416,0.433,0.391,0.868,0.909,0.891,0.186,0.323,0.209,0.871,0,0.943,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.089,0.641,0.46,0.399,0.081,0.628,Farmers-bad
1,0.4,1,0.8,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.5,0.582,0.355,0.59,0.737,0.62,0.721,0.473,0,0,1,1,0.772,1,0.75,0.63,0,0,1,1,0.25,0.75,0.25,1,0.735,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-bad
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.75,0.275,0.485,0.275,0.781,0.89,0.819,0.261,0.227,0.073,1,0,0.517,1,0.5,1,1,0,1,1,0,0.5,0.5,1,0.233,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-bad
0.579,0.2,0.8,1,0.5,0.5,1,1,0.5,0.311,0.311,0.25,0.181,0.094,0.224,0.605,0.747,0.551,0.253,0.185,0.21,0.816,0,1,1,0.25,0.735,0,0.042,0,1,0.25,0.75,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.2,1,1,0.75,0.5,0.833,0.75,0.25,0.259,0.259,0.75,0.414,0.211,0.426,0.561,0.725,0.721,0.99,0,0,1,1,0.829,1,0.75,0.709,0,0,1,1,0.25,0.75,0.5,1,0.5,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.648,0.648,0.75,0.207,0.9,0.236,0.802,0.802,0.649,1,0.106,0.038,0.996,0.432,0.714,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.25,0.115,0.061,0.163,0.737,0.776,0.473,0.154,0,0,1,1,0.657,1,1,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.441,0.441,0.75,0.604,0.292,0.561,0.868,0.857,0.881,0.415,0.463,0.299,0.816,0,0.657,1,1,0.471,0,0,1,1,0.25,0.75,0.75,1,0.18,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
0.526,0.4,1,1,1,0.5,0.667,0.5,0.75,0.259,0.259,0.5,0.231,0.112,0.343,0,0.374,0.349,0.207,0.283,0.441,0.571,0,1,1,1,1,1,0.003,1,1,0,0.5,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-bad
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.75,0.241,0.124,0.277,0.737,0.736,0.61,0.917,0.007,0.002,1,0.969,0.315,1,0.75,1,1,0.004,1,1,0,0.5,0.75,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
0.368,0.4,1,1,0.5,0.5,1,1,0.75,0.907,0.907,0.5,0.385,0.122,0.398,0.605,0.747,0.724,0.49,0.328,0.264,0.807,0,1,1,0.25,0.735,0,0.003,1,1,0.25,0.75,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-bad
1,0.4,1,1,1,1,1,1,1,0.311,0.311,0.5,0.264,0.278,0.292,0.737,0.763,0.658,0.26,0,0,1,1,1,1,0.75,0.524,0,0.013,1,1,0.25,0.75,0.25,1,0.12,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-bad
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.039,0.039,0.25,0.155,0.154,0.169,0.824,0.912,0.769,0.072,0.102,0.062,0.965,0.162,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-bad
1,0.4,1,1,0.5,0.5,1,1,1,0.259,0.259,0.25,0.184,0.209,0.202,0.737,0.868,0.718,0.196,0.074,0.036,0.985,0.455,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-bad
1,0.2,1,1,0.75,0.5,0.833,0.75,0.75,0.207,0.207,0.5,0.488,0.65,0.511,0.473,0.618,0.682,0.445,0.421,0.296,0.803,0,0.794,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-bad
1,0,1,0.8,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.5,0.303,0.1,0.337,0.407,0.703,0.634,0.235,0.139,0.084,0.952,0.349,0.764,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.4,1,1,1,0.75,0.889,0.75,1,0.104,0.104,0.25,0.121,0.227,0.145,0.789,0.887,0.669,0.118,0.012,0.005,0.999,0.884,0.993,1,1,1,1,0.025,1,1,0,0.5,0.25,0,0,1,1,0,0.252,0.342,0.369,0.069,0.546,Farmers-bad
1,0.2,1,1,0.75,0.5,0.833,0.75,1,0.363,0.363,0.5,0.31,0.149,0.35,0.561,0.666,0.609,0.317,0.289,0.245,0.814,0,0.714,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-bad
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.75,0.307,0.277,0.334,0.473,0.736,0.666,0.326,0.134,0.079,0.956,0.365,0.273,1,0.75,1,1,0,1,1,0,0.5,0.75,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.156,0.156,0.25,0.094,0.084,0.121,0.816,0.892,0.63,0.101,0.044,0.018,0.996,0.5,0.931,1,1,1,1,0.007,1,1,0,0.5,0.25,0,0,1,0.8,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-bad
1,0.4,1,1,1,0.5,0.667,0.5,1,0.207,0.207,0.25,0.08,0.144,0.101,0.868,0.934,0.718,0.139,0.083,0.045,0.978,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.1,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-bad
1,0.4,1,1,1,0.75,0.889,0.75,0.5,0.026,0.026,0.25,0.059,0.075,0.083,0.666,0.934,0.665,0.126,0.009,0.003,1,0.865,0.657,1,1,0.683,0,0,1,1,0.25,0.75,0.25,1,0.16,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-bad
1,0.2,1,1,1,0.5,0.667,0.5,0.75,0.13,0.13,0.25,0.141,0.204,0.193,0.473,0.736,0.477,0.171,0.159,0.227,0.784,0,0.529,1,0.25,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-bad
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.5,0.213,0.242,0.247,0.737,0.769,0.615,0.277,0,0,1,1,0.829,1,1,1,1,0.083,1,1,0,0.5,0.5,1,0.112,0,0,0.17,0.397,0.54,0.77,0.161,0.324,Farmers-bad
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.052,0.052,0.25,0.035,0.049,0.09,0.912,0.797,0.244,0.028,0.043,0.022,0.991,0.321,0.486,1,1,1,1,0,1,1,0,0.5,0.5,1,0.12,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-bad
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.064,0.029,0.093,0.868,0.907,0.592,0.062,0.077,0.042,0.979,0,0.701,1,1,1,1,0,1,1,0,0.5,0.5,1,0.2,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0,1,1,0.75,0.5,0.833,0.75,0.25,0.518,0.518,0.5,0.419,0.214,0.415,0.781,0.802,0.787,0.384,0.12,0.075,0.956,0.49,0.543,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.4,1,1,1,1,1,1,0.5,0.13,0.13,0.5,0.699,0.425,0.642,0.895,0.855,0.894,0.53,0,0,1,1,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-bad
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0.275,0.275,0.5,0.342,0.609,0.359,0.561,0.757,0.708,0.486,0,0,1,1,1,1,1,1,1,0.067,1,1,0,0.5,1,0,0,1,0.5,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-bad
0.947,0.4,1,1,0.5,0.25,0.667,0.75,0.25,0.104,0.104,0.5,0.213,0.378,0.267,0.781,0.671,0.517,0.124,0.035,0.012,0.999,0.833,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0,0.252,0.342,0.369,0.069,0.546,Farmers-bad
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.233,0.233,0.5,0.539,0.715,0.503,0.868,0.868,0.878,0.318,0.377,0.125,0.996,0.089,1,1,0.5,1,1,0.003,1,1,0,0.5,0.25,1,0.136,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-bad
1,0.9,1,1,0.75,0.5,0.833,0.75,0.5,0.156,0.156,0.75,0.203,0.283,0.277,0.342,0.583,0.435,0.173,0,0,1,1,0.543,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.2,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-bad
0.737,0.4,1,1,0.75,0.75,1,1,0.75,0.518,0.518,0.5,0.292,0.137,0.32,0.539,0.742,0.66,0.329,0.264,0.159,0.91,0,1,1,0.75,0.841,0,0.001,1,1,0.25,0.75,0.25,1,0.184,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-bad
1,0.4,1,0.8,0.75,0.5,0.833,0.75,0.5,0.168,0.168,0.75,0.229,0.155,0.249,0.824,0.824,0.698,0.159,0.003,0.003,0.997,0.953,0.543,1,0.75,0.206,0,0,1,1,0,0.5,0.5,1,0.144,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-bad
0.474,0,1,0.8,0.75,0.5,0.833,0.75,0.5,0.467,0.467,0.5,0.255,0.131,0.295,0.418,0.709,0.597,0.294,0.171,0.118,0.923,0.165,1,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
0.789,0,1,1,0.75,0.5,0.833,0.75,1,0.518,0.518,0.5,0.795,0.378,0.839,0.666,0.286,0.644,0.944,0,0,1,1,0.714,1,1,1,1,0.167,1,1,0,0.5,0.25,1,0,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-bad
1,0,1,1,0.75,0.5,0.833,0.75,0.25,0.985,0.985,0.75,0.409,0.208,0.417,0.671,0.747,0.736,0.576,0.13,0.072,0.963,0.492,0.543,1,1,1,1,0,1,1,0,0.5,0.75,1,0.4,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.778,0.778,0.25,0.202,0.099,0.222,0.737,0.849,0.707,0.394,0.154,0.103,0.935,0.083,0.971,1,0.5,1,1,0,1,1,0,0.5,0.5,1,0.176,0,0,0.422,0.313,0.163,0.883,1,0.59,Farmers-bad
0.789,0.6,1,1,0.75,0.75,1,1,1,0.778,0.778,0.75,0.242,0.298,0.303,0.342,0.616,0.506,0.422,0.25,0.135,0.934,0,1,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.205,0.591,0.591,0.799,0.201,0.413,Farmers-bad
0.895,0,1,1,0.75,0.5,0.833,0.75,0.5,0.311,0.311,0.5,0.244,0.131,0.286,0.418,0.709,0.587,0.229,0,0,1,1,0.84,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-bad
