A,EB,MS,S,FM,LF,HS,DP,LP,OHV,HV,SLF,LONI,GDPPCA,LNI,LFDLE,TE,EIR,TA,LANI,API,APE,LNICTI,LCEC,LC,Stability,ALRBL,BLNR,BS,PL,B,NLP,LLR,SR,G,APS,UNPROFOR,UNPROFOR relations,PCNIRH,PCAO,RGDPGR ,CPI,SDR,EC,Class
0.684,0.2,1,1,1,1,1,1,0.5,0.181,0.181,0.25,0.1,0.054,0.112,0.934,0.962,0.843,0.11,0.037,0.018,0.993,0.5,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.258,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.632,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.5,0.689,0.6,0.808,0.473,0,0.516,0.386,0,0,1,1,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,0.5,0.5,1,1,1,0.078,0.078,0.5,0.305,0.291,0.301,0.781,0.89,0.833,0.151,0.248,0.14,0.926,0,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,1,0.5,0.5,0.25,0.5,0.311,0.311,0.75,0.429,0.605,0.49,0.342,0.478,0.571,1,0,0,1,1,0.315,1,0.75,1,1,0.092,1,1,0,0.5,0.5,0,0,1,0.8,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.4,1,1,0.5,0.5,1,1,1,0.181,0.181,0.25,0.169,0.082,0.198,0.816,0.829,0.639,0.145,0.163,0.079,0.968,0,1,1,1,0.924,0,0,1,1,0.25,0.75,0.5,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.259,0.259,0.25,0.202,0.19,0.224,0.671,0.835,0.687,0.182,0.009,0.003,1,0.95,0.701,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.75,0.251,0.345,0.354,0.789,0.407,0.388,0.205,0.005,0.002,0.999,0.977,0,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.947,0.9,1,1,1,0.5,0.5,0.25,0.75,0,0.078,0.75,0.228,0.093,0.285,0.526,0.645,0.514,0.149,0,0,1,1,0.629,0.25,1,1,1,0.042,1,1,0,0.5,1,1,0.28,0,0,0.422,0.313,0.163,0.883,1,0.59,Farmers-good
1,0.6,1,0.8,1,0.5,0.667,0.5,1,0.039,0.039,0.75,0.431,0.264,0.408,0.912,0.887,0.871,0.186,0.014,0.006,0.998,0.945,0.76,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
0.947,0.4,1,1,0.75,0.75,1,1,0.5,0.311,0.311,0.5,0.208,0.046,0.241,0.605,0.776,0.617,0.147,0.088,0.057,0.965,0.387,1,1,1,0.975,0,0,1,1,0,0.5,0.25,0,0,1,0.5,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,1,0.078,0.078,0.25,0.179,0.253,0.199,0.842,0.865,0.708,0.121,0.146,0.137,0.89,0.04,0.983,1,1,1,1,0.01,1,1,0,0.5,0.25,1,0.128,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.25,0,0.156,0.5,0.366,0.249,0.427,0.342,0.526,0.556,0.209,0.297,0.81,0.122,0.022,0.589,0.25,1,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.6,1,1,1,0.5,0.667,0.5,0.5,0.156,0.156,0.25,0.186,0.097,0.202,0.868,0.879,0.739,0.136,0.019,0.006,1,0.889,0.714,1,1,0.471,0,0,1,1,0.25,0.75,1,1,0,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.518,0.518,0.5,0.247,0.127,0.251,0.781,0.89,0.803,0.657,0.148,0.069,0.974,0.218,0.84,1,0.25,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.842,0.2,1,1,1,0.5,0.667,0.5,1,0.104,0.104,0.25,0.064,0.077,0.085,0.89,0.944,0.714,0.068,0.061,0.024,0.994,0.11,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.214,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.6,1,0.8,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.75,0.202,0.104,0.247,0.451,0.725,0.556,0.238,0,0,1,1,0.701,1,0.75,1,1,0,1,1,0,0.5,0.5,0,0,1,0.8,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.156,0.156,0.75,0.669,0.583,0.646,0.737,0.708,0.797,0.334,0,0,1,1,0.714,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,0.8,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.5,0.247,0.127,0.269,0.605,0.802,0.687,0.203,0,0,1,1,0.84,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.75,1,1,1,0.156,0.156,0.25,0.066,0.073,0.093,0.824,0.912,0.612,0.096,0.077,0.037,0.985,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.148,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.737,0.4,1,1,0.75,0.75,1,1,1,0.518,0.518,0.5,0.636,0.628,0.673,0.342,0.44,0.651,0.999,0,0,1,1,1,1,0.25,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.052,0.052,0,0.098,0.148,0.121,0.868,0.908,0.677,0.078,0,0,1,1,0.84,1,1,1,1,0.002,1,1,0,0.5,1,1,0.111,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.842,0.2,1,1,1,1,1,1,1,0.104,0.104,0.25,0.21,0.628,0.22,0.781,0.89,0.778,0.315,0.181,0.059,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.333,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,0.75,0.13,0.13,0.25,0.189,0.126,0.206,0.789,0.868,0.723,0.147,0.007,0.005,0.997,0.917,0.863,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.467,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.947,0.4,0.8,1,0.5,0.5,1,1,1,0.13,0.13,0.25,0.107,0.101,0.123,0.868,0.934,0.764,0.091,0.065,0.025,0.995,0.323,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.253,0.702,0.61,0.978,0.138,0.903,Farmers-good
0.789,0.6,1,1,1,1,0.917,0.75,1,0.052,0.052,0.25,0.134,0.135,0.167,0.671,0.835,0.597,0.179,0.138,0.057,0.984,0,1,1,1,1,1,0,1,1,0,0.5,0.5,1,0.12,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,1,0.75,0.25,0.75,0.207,0.207,0.5,0.203,0.135,0.237,0.802,0.779,0.616,0.163,0.195,0.398,0.589,0,0.971,1,0.5,1,1,0,1,1,0.25,0.75,0.25,1,0.16,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.421,0.4,1,1,0.75,0.5,0.833,0.75,1,0.034,0.034,0.25,0.178,0.127,0.182,0.89,0.945,0.86,0.069,0.113,0.049,0.985,0.198,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.333,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,1,1,1,1,1,0.833,0.5,1,0.13,0.13,0.5,0.194,0.107,0.216,0.737,0.846,0.695,0.127,0.085,0.029,0.999,0.51,0.943,1,1,1,1,0,1,1,0,0.5,0.75,1,0.192,0,0,0.422,0.313,0.163,0.883,1,0.59,Farmers-good
0.737,0.4,0.8,1,1,1,1,1,1,0.181,0.181,0.25,0.191,0.226,0.193,0.89,0.945,0.868,0.165,0.159,0.079,0.966,0,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.152,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.259,0.259,0.5,0.32,0.198,0.32,0.763,0.854,0.795,0.343,0.009,0.005,0.998,0.946,0.943,1,0.5,1,1,0,1,1,0.25,0.75,0.25,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,0.8,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.197,0.275,0.216,0.921,0.853,0.707,0.123,0.178,0.095,0.954,0,0.886,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.24,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.6,1,0.8,1,0.5,0.667,0.5,0.5,0.13,0.13,0.75,0.252,0.173,0.292,0.605,0.714,0.6,0.164,0.185,0.599,0.338,0.029,0.657,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,1,0.026,0.026,0.5,0.336,0.125,0.507,0.342,0.007,0.314,0.185,0.418,0.561,0.476,0,0.84,1,1,0.816,0,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,0.8,0.75,0.5,0.833,0.75,1,0.259,0.259,0.5,0.822,0.761,0.754,0.693,0.813,0.884,0.441,0.622,0.369,0.794,0,0.829,1,0.75,0.471,0,0,1,1,0.25,0.75,0.5,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.75,0.233,0.214,0.261,0.561,0.78,0.648,0.132,0.201,0.118,0.935,0.039,0.573,1,1,1,1,0,1,1,0,0.5,0.75,1,0.667,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.632,0.2,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.178,0.123,0.188,0.824,0.912,0.791,0.085,0.155,0.05,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.1,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,0,1,0.5,0.5,1,1,0.5,0.207,0.207,0.5,0.25,0.301,0.288,0.473,0.723,0.606,0.183,0,0,1,1,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.205,0.591,0.591,0.799,0.201,0.413,Farmers-good
0.526,0.4,0.8,1,0.5,0.5,1,1,1,0.104,0.104,0.25,0.199,0.098,0.206,0.824,0.912,0.808,0.074,0.17,0.055,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.632,0.4,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.5,0.258,0.761,0.261,0.781,0.89,0.81,0.375,0.215,0.07,1,0,0.701,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.214,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.632,0.4,1,1,0.75,0.75,1,1,1,0.104,0.104,0.25,0.076,0.082,0.106,0.781,0.89,0.582,0.067,0.043,0.025,0.987,0.367,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,1,0.5,0.5,0.25,0.5,0.259,0.259,0.75,0.209,0.108,0.242,0.552,0.776,0.619,0.188,0,0,1,1,0.84,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.2,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.6,1,1,1,0.75,0.889,0.75,1,0.285,0.285,0.75,0.403,0.689,0.388,0.737,0.868,0.844,0.284,0.292,0.159,0.92,0.053,1,1,1,1,1,0,1,1,0,0.5,0.5,1,0.14,0,0,0,0.252,0.342,0.369,0.069,0.546,Farmers-good
1,0.6,1,1,1,0.5,0.667,0.5,1,0.156,0.156,0.25,0.074,0.043,0.121,0.737,0.808,0.413,0.102,0.067,0.057,0.956,0.158,0.863,1,0.25,1,1,0.003,1,1,0,0.5,0.5,0,0,1,0.5,0.422,0.313,0.163,0.883,1,0.59,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,1,0.052,0.052,0.25,0.185,0.19,0.209,0.666,0.841,0.676,0.1,0.172,0.083,0.967,0,0.458,1,1,1,1,0,1,1,0,0.5,0.25,1,0.248,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,0.75,0.75,1,1,1,0.156,0.156,0.5,0.117,0.183,0.145,0.789,0.868,0.625,0.108,0.026,0.01,0.998,0.746,0.931,1,1,1,1,0,1,1,0,0.5,0.75,1,0.167,0,0,0.17,0.397,0.54,0.77,0.161,0.324,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.156,0.156,0.5,0.325,0.156,0.35,0.526,0.73,0.673,1,0.289,0.453,0.558,0,0.886,1,1,0.894,0,0,1,1,0.25,0.75,0.25,1,0.16,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.316,0.4,1,1,1,1,1,1,1,0.194,0.194,0.25,0.185,0.122,0.195,0.824,0.912,0.797,0.117,0.147,0.147,0.878,0.028,1,1,1,1,1,0,1,1,0,0.5,1,0,0,1,0.5,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
0.895,0.4,1,0.8,0.75,0.75,1,1,1,0.207,0.207,0.5,0.045,0.079,0.09,0.737,0.842,0.365,0.1,0.007,0.003,0.999,0.884,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.144,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.737,0,1,1,1,1,1,1,0.5,0.233,0.233,0.75,0.521,0.318,0.485,0.934,0.884,0.888,0.306,0,0,1,1,0.772,1,0.75,0.93,0,0,1,1,0.25,0.75,0.75,1,0.12,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,1,0.052,0.052,0.25,0.168,0.234,0.184,1,1,1,0.136,0.141,0.061,0.981,0.055,0.886,1,1,1,1,0,1,1,0,0.5,1,1,0.24,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.078,0.078,0.25,0.014,0.046,0.045,0.868,0.934,0.446,0.037,0.037,0.03,0.978,0,0.701,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.389,0.389,0.5,0.951,0.207,0.869,0.605,0.789,0.887,0.553,0.015,0.006,0.999,0.974,1,1,1,0,0,0,1,1,0.25,0.75,0.25,1,0.216,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.117,0.117,0.75,0.438,0.209,0.47,0.473,0.61,0.652,0.285,0,0,1,1,0.714,1,1,0.81,0,0.003,1,1,0,0.5,0.5,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0,1,0.5,0.426,0.123,0.487,0.012,0.478,0.569,0.633,0,0,1,1,1,0.25,1,0.683,0,0,1,1,0.25,0.75,0.25,1,0.136,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,0.8,0.5,0.5,1,1,1,0,0.156,0.5,0.414,0.226,0.422,0.561,0.75,0.74,0.262,0.259,0.12,0.956,0.194,1,0,1,0.898,0,0,1,1,0.5,1,0.25,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.2,1,1,0.75,0.75,1,1,0.5,0.156,0.156,0.5,0.477,0.228,0.469,0.649,0.78,0.79,0.256,0.312,0.131,0.963,0.154,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.22,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.632,0.6,0.8,1,1,1,1,1,0.5,0.389,0.389,0.75,0.597,0.226,0.66,0.342,0.341,0.593,0.493,0,0,1,1,1,1,1,1,1,0.083,1,1,0,0.5,0.5,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,1,0.13,0.13,0.5,0.406,0.162,0.503,0.737,0.317,0.479,0.246,0.415,0.532,0.511,0,0.84,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.9,1,1,0.75,0.75,1,1,0.25,0.207,0.207,0.75,0.21,0.748,0.292,0.473,0.539,0.414,0.693,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,1,1,0.176,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.518,0.518,0.5,0.413,0.181,0.482,0.561,0.451,0.547,0.4,0.212,0.22,0.815,0.214,0.714,1,0.75,0.827,0,0.025,1,1,0.25,0.75,0.25,1,0.128,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,0.75,0.778,0.5,0.5,0.29,0.29,0.5,0.697,0.486,0.718,0.342,0.473,0.687,0.534,0.37,0.599,0.411,0.107,0.315,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.333,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.526,0.4,1,1,1,0.75,0.778,0.5,0.5,0.259,0.259,0.25,0.154,0.081,0.18,0.781,0.855,0.66,0.165,0.126,0.128,0.893,0.053,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,1,0.052,0.052,0.25,0.061,0.045,0.094,0.921,0.888,0.529,0.039,0.05,0.022,0.993,0.294,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
1,0.9,1,1,1,0.75,0.778,0.5,0.5,0.259,0.259,0.75,0.192,0.097,0.247,0.473,0.684,0.502,0.178,0,0,1,1,0.701,1,1,1,1,0,0,1,0,0.5,0.5,1,0.104,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.2,1,1,1,1,0.917,0.75,0.5,0.518,0.518,0.5,0.565,0.287,0.633,0.21,0.341,0.579,0.553,0,0,1,1,0.315,1,0.5,0.857,0,0,1,1,0.25,0.75,0.25,1,0.04,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.9,1,0.8,1,0.5,0.667,0.5,0.5,0.078,0.078,0.75,0.604,0.406,0.586,0.526,0.736,0.798,0.329,0.483,0.97,0,0,1,1,1,1,1,0.042,1,1,0.25,0.75,0.5,1,0.244,0,0,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
0.421,0,1,1,1,1,0.917,0.75,0.25,0.596,0.596,0.5,0.499,0.238,0.516,0.671,0.638,0.699,0.57,0,0,1,1,1,1,1,0.577,0,0.042,1,1,0.25,0.75,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.632,0.4,1,0.8,1,0.5,0.667,0.5,1,0.104,0.104,0.5,0.026,0.04,0.096,0.666,0.735,0.133,0.046,0.034,0.013,0.998,0.526,0,1,1,1,1,0,1,1,0,0.5,0.75,1,0.16,0,0,0.158,0.042,0.574,0.569,0.183,0.92,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.104,0.104,0.25,0.138,0.104,0.155,0.868,0.906,0.735,0.125,0.02,0.012,0.993,0.744,0.886,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.178,0.178,0.5,0.517,0.413,0.503,0.561,0.78,0.803,0.589,0,0,1,1,0.84,1,1,0.905,0,0,1,1,0.25,0.75,0.5,0,0,1,1,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.211,0.4,1,1,1,1,0.917,0.75,1,0.052,0.052,0.25,0.057,0.073,0.104,0.872,0.824,0.381,0.037,0.085,0.096,0.917,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.08,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.9,1,1,1,1,0.933,0.75,0.5,0.181,0.181,0.75,0.23,0.119,0.236,0.842,0.895,0.799,0.196,0.068,0.026,0.995,0.613,1,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.36,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,1,1,0.75,0.639,0.652,0.673,0.451,0.451,0.657,0.912,0,0,1,1,0.429,1,0.5,1,1,0,1,1,0,0.5,1,0,0,1,0.5,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
1,0.6,1,0.8,1,0.75,0.889,0.75,0.5,0.13,0.13,0.25,0.155,0.165,0.178,0.737,0.868,0.684,0.111,0,0,1,1,0.84,1,1,1,1,0,1,1,0,0.5,0.5,1,0.16,0,0,0.158,0.042,0.574,0.569,0.183,0.92,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,1,0.052,0.052,0.5,0.197,0.185,0.22,0.671,0.835,0.681,0.097,0.181,0.083,0.971,0,0.273,1,1,1,1,0,1,1,0,0.5,0.75,1,0.206,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.947,0.4,1,1,1,1,0.905,0.5,0.5,0.13,0.13,0.75,0.219,0.113,0.263,0.561,0.717,0.567,0.153,0.018,0.01,0.995,0.868,0.714,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.75,1,1,1,0.026,0.026,0.25,0.183,0.123,0.201,0.89,0.87,0.721,0.079,0.166,0.502,0.449,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.526,0.2,1,1,0.75,0.75,1,1,1,0.078,0.078,0.25,0.002,0.025,0.04,0.816,0.908,0.235,0.026,0.027,0.01,0.999,0.182,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.421,0.2,0.4,1,0.5,0.5,1,1,1,0.052,0.052,0.25,0.01,0.103,0.046,0.824,0.912,0.322,0.055,0.028,0.009,1,0.246,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.184,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.474,0.2,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.052,0.068,0.098,0.8,0.829,0.372,0.057,0.063,0.054,0.959,0.096,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.441,0.441,0.5,0.399,0.191,0.448,0.342,0.561,0.599,0.452,0,0,1,1,0.714,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.464,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.632,0.4,1,1,1,1,1,1,1,0.259,0.259,0.25,0.13,0.138,0.138,0.921,0.96,0.867,0.152,0.042,0.023,0.988,0.503,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
0.263,0.2,1,1,0.75,0.75,1,1,1,0.13,0.13,0.25,0.091,0.139,0.124,0.737,0.868,0.571,0.084,0.102,0.101,0.916,0,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.316,0,1,1,1,0.5,0.667,0.5,1,0.13,0.13,0.5,0.334,0.306,0.334,0.781,0.846,0.794,0.313,0.275,0.113,0.97,0,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.947,0,1,1,1,1,0.917,0.75,1,0.622,0.622,0.5,0.487,0.21,0.452,0.842,0.903,0.899,0.359,0.002,0.001,0.999,0.989,0.976,1,1,1,1,0.008,1,1,0,0.5,0.5,0,0,1,0.5,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,1,1,1,1,1,0.052,0.052,0.25,0.037,0.052,0.064,0.921,0.938,0.604,0.029,0.014,0.008,0.995,0.602,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.667,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.156,0.156,0.25,0.149,0.159,0.181,0.846,0.827,0.608,0.117,0.145,0.094,0.942,0.013,0.829,1,0.25,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.089,0.641,0.46,0.399,0.081,0.628,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.363,0.363,0.75,0.255,0.431,0.288,0.763,0.746,0.634,0.335,0.237,0.299,0.727,0,0.76,1,0.5,1,1,0.042,1,1,0,0.5,0.5,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0.596,0.596,0.5,0.663,0.339,0.808,0.473,0,0.516,0.903,0.6,0.647,0.444,0.032,0.84,0.75,1,0.994,0,0.125,1,1,0.5,1,0.25,1,0.3,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.895,0.4,1,0.8,0.75,0.75,1,1,0.75,0.389,0.389,0.5,0.49,0.234,0.48,0.561,0.78,0.795,0.359,0.396,0.186,0.928,0,1,1,1,0.63,0,0,1,1,0.25,0.75,0.25,1,0.333,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,0.8,1,0.5,0.667,0.5,1,0.441,0.441,0.75,0.506,0.013,0.471,0.816,0.889,0.89,0.187,0.241,0.099,0.974,0.327,0.914,0.75,1,1,1,0,1,1,0.25,0.75,0.5,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,0.75,0.778,0.5,0.5,1,1,0.5,0.295,0.142,0.337,0.342,0.671,0.6,0.755,0.278,0.479,0.522,0,0.59,1,0.25,1,1,0.125,1,1,0,0.5,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
